date,pollution,dew,temp,press,wnd_dir,wnd_spd,snow
2014-01-10 01:00:00,2,-20,-9.0,1031.0,cv,1.78,0
2014-01-10 02:00:00,3,-22,-12.0,1031.0,NW,1.79,0
2014-01-10 03:00:00,3,-22,-11.0,1031.0,NW,3.58,0
2014-01-10 04:00:00,3,-22,-12.0,1031.0,NW,5.37,0
2014-01-10 05:00:00,3,-23,-13.0,1031.0,NW,7.16,0
2014-01-10 06:00:00,2,-22,-13.0,1031.0,NW,10.29,0
2014-01-10 07:00:00,1,-23,-13.0,1031.0,NW,13.42,0
2014-01-10 08:00:00,2,-22,-11.0,1031.0,cv,0.89,0
2014-01-10 09:00:00,2,-21,-8.0,1032.0,NW,1.79,0
2014-01-10 10:00:00,1,-22,-5.0,1032.0,cv,0.89,0
2014-01-10 11:00:00,2,-23,-2.0,1032.0,cv,1.78,0
2014-01-10 12:00:00,2,-25,0.0,1031.0,cv,2.67,0
2014-01-10 13:00:00,2,-27,3.0,1030.0,NW,1.79,0
2014-01-10 14:00:00,2,-28,3.0,1029.0,NW,3.58,0
2014-01-10 15:00:00,1,-27,4.0,1029.0,SE,1.79,0
2014-01-10 16:00:00,1,-29,5.0,1029.0,NW,4.92,0
2014-01-10 17:00:00,2,-26,2.0,1029.0,SE,4.02,0
2014-01-10 18:00:00,3,-26,1.0,1030.0,SE,8.04,0
2014-01-10 19:00:00,4,-25,1.0,1030.0,SE,12.06,0
2014-01-10 20:00:00,4,-20,-3.0,1031.0,cv,0.89,0
2014-01-10 21:00:00,4,-24,1.0,1031.0,cv,1.78,0
2014-01-10 22:00:00,3,-19,-5.0,1032.0,SE,1.79,0
2014-01-10 23:00:00,3,-20,-8.0,1032.0,SE,2.68,0
2014-01-11 00:00:00,4,-19,-9.0,1032.0,NE,0.89,0
2014-01-11 01:00:00,4,-19,-9.0,1032.0,NE,1.78,0
2014-01-11 02:00:00,6,-19,-9.0,1032.0,NW,1.79,0
2014-01-11 03:00:00,8,-19,-10.0,1032.0,NW,2.68,0
2014-01-11 04:00:00,7,-21,-10.0,1032.0,NW,4.47,0
2014-01-11 05:00:00,7,-19,-11.0,1032.0,cv,0.89,0
2014-01-11 06:00:00,5,-20,-12.0,1031.0,NW,0.89,0
2014-01-11 07:00:00,4,-20,-11.0,1031.0,NW,4.02,0
2014-01-11 08:00:00,3,-20,-11.0,1032.0,NE,1.79,0
2014-01-11 09:00:00,3,-18,-7.0,1032.0,cv,0.89,0
2014-01-11 10:00:00,3,-20,-3.0,1032.0,NW,1.79,0
2014-01-11 11:00:00,3,-21,-1.0,1031.0,NW,3.58,0
2014-01-11 12:00:00,2,-25,1.0,1030.0,NW,5.37,0
2014-01-11 13:00:00,2,-25,3.0,1029.0,cv,1.79,0
2014-01-11 14:00:00,2,-25,5.0,1028.0,NW,1.79,0
2014-01-11 15:00:00,3,-27,5.0,1027.0,cv,1.79,0
2014-01-11 16:00:00,4,-25,4.0,1027.0,SE,4.02,0
2014-01-11 17:00:00,5,-22,2.0,1027.0,SE,7.15,0
2014-01-11 18:00:00,6,-21,2.0,1028.0,SE,11.17,0
2014-01-11 19:00:00,7,-19,2.0,1029.0,SE,14.3,0
2014-01-11 20:00:00,8,-18,-4.0,1029.0,NW,0.89,0
2014-01-11 21:00:00,6,-19,-5.0,1030.0,NW,2.68,0
2014-01-11 22:00:00,7,-19,-1.0,1031.0,NW,6.7,0
2014-01-11 23:00:00,3,-19,-2.0,1032.0,cv,0.89,0
2014-01-12 00:00:00,1,-22,1.0,1032.0,NW,8.94,0
2014-01-12 01:00:00,0,-21,-1.0,1033.0,NW,16.09,0
2014-01-12 02:00:00,0,-24,-1.0,1034.0,NW,24.14,0
2014-01-12 03:00:00,0,-22,-3.0,1035.0,NW,29.95,0
2014-01-12 04:00:00,0,-23,-6.0,1035.0,NW,33.97,0
2014-01-12 05:00:00,0,-22,-7.0,1035.0,NW,37.99,0
2014-01-12 06:00:00,0,-24,-6.0,1036.0,NW,39.78,0
2014-01-12 07:00:00,0,-23,-7.0,1037.0,NW,42.91,0
2014-01-12 08:00:00,1,-22,-6.0,1038.0,cv,0.89,0
2014-01-12 09:00:00,1,-22,-2.0,1039.0,NW,1.79,0
2014-01-12 10:00:00,1,-23,0.0,1039.0,NW,3.58,0
2014-01-12 11:00:00,1,-26,1.0,1039.0,NE,1.79,0
2014-01-12 12:00:00,0,-26,1.0,1038.0,cv,0.89,0
2014-01-12 13:00:00,0,-27,2.0,1036.0,NW,4.02,0
2014-01-12 14:00:00,0,-27,2.0,1036.0,NW,8.04,0
2014-01-12 15:00:00,0,-27,4.0,1035.0,NW,12.06,0
2014-01-12 16:00:00,0,-27,3.0,1035.0,NW,16.98,0
2014-01-12 17:00:00,1,-27,2.0,1035.0,cv,3.13,0
2014-01-12 18:00:00,1,-26,1.0,1035.0,SE,3.13,0
2014-01-12 19:00:00,1,-25,0.0,1035.0,SE,7.15,0
2014-01-12 20:00:00,1,-22,-2.0,1035.0,cv,0.45,0
2014-01-12 21:00:00,2,-22,-4.0,1035.0,cv,1.34,0
2014-01-12 22:00:00,2,-21,-8.0,1035.0,NW,3.13,0
2014-01-12 23:00:00,2,-22,-9.0,1035.0,NE,0.89,0
2014-01-13 00:00:00,2,-19,-9.0,1034.0,cv,0.89,0
2014-01-13 01:00:00,2,-20,-9.0,1034.0,NW,1.79,0
2014-01-13 02:00:00,3,-20,-9.0,1034.0,cv,0.89,0
2014-01-13 03:00:00,3,-18,-9.0,1034.0,NW,1.79,0
2014-01-13 04:00:00,3,-20,-11.0,1033.0,NW,3.58,0
2014-01-13 05:00:00,3,-20,-11.0,1033.0,NW,5.37,0
2014-01-13 06:00:00,3,-19,-12.0,1033.0,NE,0.89,0
2014-01-13 07:00:00,3,-19,-11.0,1033.0,NW,1.79,0
2014-01-13 08:00:00,3,-19,-11.0,1033.0,NE,0.89,0
2014-01-13 09:00:00,4,-17,-8.0,1034.0,NE,2.68,0
2014-01-13 10:00:00,3,-18,-4.0,1033.0,cv,0.89,0
2014-01-13 11:00:00,4,-18,-1.0,1033.0,cv,1.78,0
2014-01-13 12:00:00,3,-19,0.0,1031.0,cv,2.67,0
2014-01-13 13:00:00,3,-23,1.0,1030.0,cv,3.56,0
2014-01-13 14:00:00,2,-22,2.0,1029.0,cv,4.45,0
2014-01-13 15:00:00,2,-23,3.0,1029.0,SE,1.79,0
2014-01-13 16:00:00,2,-23,3.0,1029.0,cv,0.89,0
2014-01-13 17:00:00,4,-22,0.0,1029.0,SE,0.89,0
2014-01-13 18:00:00,4,-20,-2.0,1030.0,cv,0.89,0
2014-01-13 19:00:00,3,-19,-6.0,1030.0,NE,1.79,0
2014-01-13 20:00:00,4,-16,-6.0,1031.0,SE,1.79,0
2014-01-13 21:00:00,5,-18,-7.0,1031.0,NE,1.79,0
2014-01-13 22:00:00,9,-17,-7.0,1032.0,SE,0.89,0
2014-01-13 23:00:00,9,-19,-8.0,1032.0,NE,1.79,0
2014-01-14 00:00:00,7,-18,-7.0,1033.0,NW,1.79,0
2014-01-14 01:00:00,5,-19,-8.0,1033.0,NW,3.58,0
2014-01-14 02:00:00,4,-20,-9.0,1033.0,NW,6.71,0
2014-01-14 03:00:00,4,-19,-8.0,1034.0,NW,11.63,0
2014-01-14 04:00:00,1,-21,-10.0,1034.0,NW,15.65,0
2014-01-14 05:00:00,1,-19,-9.0,1034.0,cv,0.89,0
2014-01-14 06:00:00,2,-20,-9.0,1034.0,cv,1.78,0
2014-01-14 07:00:00,3,-18,-9.0,1035.0,cv,2.67,0
2014-01-14 08:00:00,5,-18,-11.0,1035.0,NW,1.79,0
2014-01-14 09:00:00,5,-15,-7.0,1036.0,NW,3.58,0
2014-01-14 10:00:00,7,-12,-2.0,1036.0,NW,5.37,0
2014-01-14 11:00:00,6,-20,-1.0,1036.0,cv,0.89,0
2014-01-14 12:00:00,5,-23,1.0,1035.0,cv,1.78,0
2014-01-14 13:00:00,3,-24,2.0,1033.0,cv,2.67,0
2014-01-14 14:00:00,2,-23,3.0,1033.0,NW,1.79,0
2014-01-14 15:00:00,3,-22,3.0,1033.0,cv,1.79,0
2014-01-14 16:00:00,4,-19,3.0,1032.0,SE,3.13,0
2014-01-14 17:00:00,4,-17,1.0,1033.0,SE,6.26,0
2014-01-14 18:00:00,3,-16,0.0,1033.0,SE,9.39,0
2014-01-14 19:00:00,3,-17,0.0,1033.0,SE,12.52,0
2014-01-14 20:00:00,3,-16,1.0,1033.0,cv,1.79,0
2014-01-14 21:00:00,3,-15,-5.0,1034.0,cv,2.68,0
2014-01-14 22:00:00,3,-14,-5.0,1034.0,cv,3.57,0
2014-01-14 23:00:00,4,-14,-6.0,1034.0,cv,4.46,0
2014-01-15 00:00:00,4,-13,-7.0,1033.0,cv,5.35,0
2014-01-15 01:00:00,4,-14,-8.0,1033.0,NW,0.89,0
2014-01-15 02:00:00,5,-15,-7.0,1034.0,NW,2.68,0
2014-01-15 03:00:00,6,-17,-10.0,1033.0,NW,4.47,0
2014-01-15 04:00:00,6,-17,-10.0,1033.0,NW,6.26,0
2014-01-15 05:00:00,5,-18,-10.0,1033.0,cv,0.89,0
2014-01-15 06:00:00,3,-19,-10.0,1032.0,cv,1.78,0
2014-01-15 07:00:00,3,-18,-10.0,1033.0,NW,3.13,0
2014-01-15 08:00:00,2,-18,-7.0,1033.0,NW,4.92,0
2014-01-15 09:00:00,2,-18,-5.0,1033.0,NW,8.05,0
2014-01-15 10:00:00,2,-17,-2.0,1033.0,NW,12.07,0
2014-01-15 11:00:00,2,-18,0.0,1033.0,NW,13.86,0
2014-01-15 12:00:00,2,-20,2.0,1032.0,cv,1.79,0
2014-01-15 13:00:00,2,-22,5.0,1030.0,cv,2.68,0
2014-01-15 14:00:00,1,-22,5.0,1029.0,cv,3.57,0
2014-01-15 15:00:00,1,-22,5.0,1029.0,cv,5.36,0
2014-01-15 16:00:00,2,-23,5.0,1029.0,cv,6.25,0
2014-01-15 17:00:00,3,-23,2.0,1028.0,SE,1.79,0
2014-01-15 18:00:00,8,-16,2.0,1029.0,SE,5.81,0
2014-01-15 19:00:00,13,-15,0.0,1029.0,SE,8.94,0
2014-01-15 20:00:00,15,-13,-2.0,1029.0,cv,0.89,0
2014-01-15 21:00:00,15,-11,-2.0,1029.0,cv,1.78,0
2014-01-15 22:00:00,16,-11,-2.0,1028.0,SE,1.79,0
2014-01-15 23:00:00,17,-10,-2.0,1029.0,cv,0.89,0
2014-01-16 00:00:00,17,-10,-3.0,1028.0,SE,1.79,0
2014-01-16 01:00:00,20,-9,-3.0,1027.0,cv,0.89,0
2014-01-16 02:00:00,19,-9,-3.0,1027.0,cv,1.78,0
2014-01-16 03:00:00,19,-8,-3.0,1027.0,cv,2.67,0
2014-01-16 04:00:00,20,-7,-3.0,1027.0,NE,1.79,0
2014-01-16 05:00:00,19,-7,-3.0,1026.0,SE,1.79,0
2014-01-16 06:00:00,18,-7,-4.0,1027.0,NW,0.89,0
2014-01-16 07:00:00,16,-7,-4.0,1027.0,NW,1.78,0
2014-01-16 08:00:00,14,-8,-5.0,1028.0,NW,3.57,0
2014-01-16 09:00:00,14,-8,-5.0,1028.0,NW,5.36,0
2014-01-16 10:00:00,15,-6,-2.0,1028.0,cv,0.89,0
2014-01-16 11:00:00,14,-11,1.0,1028.0,NE,1.79,0
2014-01-16 12:00:00,14,-11,2.0,1027.0,NE,5.81,0
2014-01-16 13:00:00,10,-10,3.0,1027.0,NE,8.94,0
2014-01-16 14:00:00,5,-11,4.0,1026.0,SE,1.79,0
2014-01-16 15:00:00,9,-15,5.0,1027.0,SE,3.58,0
2014-01-16 16:00:00,9,-14,5.0,1027.0,SE,5.37,0
2014-01-16 17:00:00,9,-11,3.0,1027.0,SE,7.16,0
2014-01-16 18:00:00,10,-7,0.0,1029.0,SE,10.29,0
2014-01-16 19:00:00,12,-7,-2.0,1029.0,SE,12.08,0
2014-01-16 20:00:00,13,-6,-1.0,1030.0,SE,13.87,0
2014-01-16 21:00:00,13,-5,-1.0,1031.0,cv,0.89,0
2014-01-16 22:00:00,10,-5,-2.0,1031.0,SE,1.79,0
2014-01-16 23:00:00,10,-4,-1.0,1031.0,SE,3.58,0
2014-01-17 00:00:00,10,-4,-1.0,1031.0,SE,7.6,0
2014-01-17 01:00:00,9,-5,-2.0,1031.0,SE,10.73,0
2014-01-17 02:00:00,9,-5,-2.0,1031.0,SE,13.86,0
2014-01-17 03:00:00,7,-7,-2.0,1031.0,SE,18.78,1
2014-01-17 04:00:00,5,-10,-2.0,1031.0,SE,23.7,2
2014-01-17 05:00:00,3,-10,-3.0,1031.0,SE,29.51,0
2014-01-17 06:00:00,2,-10,-3.0,1031.0,SE,34.43,0
2014-01-17 07:00:00,2,-10,-3.0,1032.0,cv,0.89,1
2014-01-17 08:00:00,2,-10,-3.0,1032.0,SE,1.79,0
2014-01-17 09:00:00,2,-10,-3.0,1033.0,SE,3.58,0
2014-01-17 10:00:00,2,-10,-2.0,1033.0,SE,5.37,0
2014-01-17 11:00:00,3,-9,0.0,1033.0,cv,0.89,0
2014-01-17 12:00:00,3,-10,1.0,1032.0,SE,1.79,0
2014-01-17 13:00:00,2,-11,3.0,1031.0,cv,0.89,0
2014-01-17 14:00:00,2,-13,5.0,1030.0,cv,2.68,0
2014-01-17 15:00:00,0,-21,5.0,1030.0,NW,7.15,0
2014-01-17 16:00:00,0,-21,5.0,1030.0,NW,14.3,0
2014-01-17 17:00:00,0,-22,4.0,1030.0,NW,21.45,0
2014-01-17 18:00:00,6,-23,4.0,1031.0,NW,28.6,0
2014-01-17 19:00:00,7,-22,3.0,1031.0,NW,32.62,0
2014-01-17 20:00:00,9,-22,3.0,1031.0,NW,36.64,0
2014-01-17 21:00:00,11,-22,3.0,1032.0,NW,40.66,0
2014-01-17 22:00:00,11,-18,-1.0,1032.0,NW,44.68,0
2014-01-17 23:00:00,9,-23,3.0,1032.0,NW,49.6,0
2014-01-18 00:00:00,1,-22,1.0,1032.0,NW,54.52,0
2014-01-18 01:00:00,1,-20,-2.0,1032.0,NW,57.65,0
2014-01-18 02:00:00,1,-21,2.0,1033.0,NW,63.46,0
2014-01-18 03:00:00,1,-17,-1.0,1033.0,NW,68.38,0
2014-01-18 04:00:00,0,-17,-4.0,1033.0,NW,73.3,0
2014-01-18 05:00:00,1,-16,-5.0,1033.0,NE,1.79,0
2014-01-18 06:00:00,1,-16,-8.0,1033.0,NE,3.58,0
2014-01-18 07:00:00,1,-17,-6.0,1034.0,NE,6.71,0
2014-01-18 08:00:00,1,-16,-5.0,1034.0,NW,3.13,0
2014-01-18 09:00:00,1,-15,-1.0,1035.0,NW,6.26,0
2014-01-18 10:00:00,1,-19,3.0,1035.0,NW,9.39,0
2014-01-18 11:00:00,1,-20,4.0,1035.0,NE,4.02,0
2014-01-18 12:00:00,2,-20,5.0,1034.0,cv,0.89,0
2014-01-18 13:00:00,2,-21,6.0,1033.0,cv,2.68,0
2014-01-18 14:00:00,5,-20,6.0,1032.0,SE,3.13,0
2014-01-18 15:00:00,3,-19,6.0,1032.0,SE,7.15,0
2014-01-18 16:00:00,3,-18,5.0,1031.0,SE,12.07,0
2014-01-18 17:00:00,3,-18,3.0,1031.0,SE,16.09,0
2014-01-18 18:00:00,3,-19,3.0,1032.0,SE,17.88,0
2014-01-18 19:00:00,3,-16,1.0,1032.0,cv,0.89,0
2014-01-18 20:00:00,3,-15,1.0,1031.0,SE,1.79,0
2014-01-18 21:00:00,4,-14,1.0,1031.0,SE,5.81,0
2014-01-18 22:00:00,5,-12,-2.0,1032.0,SE,7.6,0
2014-01-18 23:00:00,5,-11,-2.0,1031.0,SE,11.62,0
2014-01-19 00:00:00,5,-9,-2.0,1030.0,SE,15.64,0
2014-01-19 01:00:00,5,-8,-2.0,1030.0,SE,19.66,0
2014-01-19 02:00:00,4,-8,-2.0,1030.0,SE,21.45,0
2014-01-19 03:00:00,3,-8,-2.0,1028.0,SE,24.58,0
2014-01-19 04:00:00,3,-7,-2.0,1027.0,cv,0.89,0
2014-01-19 05:00:00,3,-7,-3.0,1027.0,cv,1.78,0
2014-01-19 06:00:00,4,-7,-3.0,1026.0,SE,1.79,0
2014-01-19 07:00:00,4,-7,-2.0,1026.0,cv,0.89,0
2014-01-19 08:00:00,4,-7,-3.0,1025.0,cv,1.78,0
2014-01-19 09:00:00,4,-7,-2.0,1026.0,cv,2.67,0
2014-01-19 10:00:00,4,-6,-2.0,1026.0,NW,1.79,0
2014-01-19 11:00:00,4,-6,-1.0,1025.0,NW,3.58,0
2014-01-19 12:00:00,6,-7,1.0,1023.0,cv,0.89,0
2014-01-19 13:00:00,6,-8,2.0,1021.0,cv,2.68,0
2014-01-19 14:00:00,6,-9,3.0,1020.0,SE,1.79,0
2014-01-19 15:00:00,6,-9,3.0,1020.0,SE,4.92,0
2014-01-19 16:00:00,6,-9,3.0,1020.0,SE,6.71,0
2014-01-19 17:00:00,6,-9,1.0,1021.0,SE,8.5,0
2014-01-19 18:00:00,6,-9,1.0,1022.0,cv,0.89,0
2014-01-19 19:00:00,1,-21,5.0,1023.0,NW,12.07,0
2014-01-19 20:00:00,1,-21,3.0,1024.0,NW,21.9,0
2014-01-19 21:00:00,1,-21,2.0,1025.0,NW,29.95,0
2014-01-19 22:00:00,1,-22,2.0,1026.0,NW,38.89,0
2014-01-19 23:00:00,0,-21,1.0,1025.0,NW,46.04,0
2014-01-20 00:00:00,0,-19,-1.0,1025.0,NW,50.06,0
2014-01-20 01:00:00,1,-20,0.0,1026.0,NW,59.89,0
2014-01-20 02:00:00,0,-21,-1.0,1027.0,NW,69.72,0
2014-01-20 03:00:00,0,-23,-1.0,1027.0,NW,84.92,0
2014-01-20 04:00:00,0,-22,-2.0,1027.0,NW,97.88,0
2014-01-20 05:00:00,0,-21,-2.0,1028.0,NW,109.06,0
2014-01-20 06:00:00,0,-21,-3.0,1028.0,NW,114.87,0
2014-01-20 07:00:00,0,-21,-2.0,1028.0,NW,123.81,0
2014-01-20 08:00:00,0,-21,-2.0,1029.0,NW,135.88,0
2014-01-20 09:00:00,0,-21,-1.0,1029.0,NW,147.06,0
2014-01-20 10:00:00,0,-23,0.0,1030.0,NW,159.13,0
2014-01-20 11:00:00,0,-24,1.0,1030.0,NW,171.2,0
2014-01-20 12:00:00,0,-25,2.0,1030.0,NW,183.27,0
2014-01-20 13:00:00,0,-24,3.0,1029.0,NW,194.45,0
2014-01-20 14:00:00,0,-24,4.0,1029.0,NW,207.41,0
2014-01-20 15:00:00,0,-25,3.0,1029.0,NW,219.48,0
2014-01-20 16:00:00,0,-24,3.0,1030.0,NW,230.66,0
2014-01-20 17:00:00,0,-24,2.0,1030.0,NW,240.49,0
2014-01-20 18:00:00,0,-24,1.0,1032.0,NW,250.32,0
2014-01-20 19:00:00,0,-23,0.0,1032.0,NW,258.37,0
2014-01-20 20:00:00,0,-20,0.0,1033.0,NW,265.52,0
2014-01-20 21:00:00,0,-20,-1.0,1034.0,NW,272.67,0
2014-01-20 22:00:00,0,-20,-1.0,1034.0,NW,277.59,0
2014-01-20 23:00:00,0,-20,-1.0,1034.0,NW,284.74,0
2014-01-21 00:00:00,0,-20,-2.0,1034.0,NW,291.89,0
2014-01-21 01:00:00,0,-20,-3.0,1034.0,NW,297.7,0
2014-01-21 02:00:00,0,-22,-2.0,1034.0,NW,306.64,0
2014-01-21 03:00:00,0,-22,-6.0,1035.0,NW,310.66,0
2014-01-21 04:00:00,0,-22,-4.0,1035.0,NW,315.58,0
2014-01-21 05:00:00,0,-22,-6.0,1035.0,NW,318.71,0
2014-01-21 06:00:00,1,-21,-5.0,1035.0,NW,323.63,0
2014-01-21 07:00:00,1,-22,-5.0,1035.0,NW,328.55,0
2014-01-21 08:00:00,1,-21,-5.0,1035.0,NE,3.13,0
2014-01-21 09:00:00,1,-20,-3.0,1035.0,NE,6.26,0
2014-01-21 10:00:00,1,-21,-1.0,1035.0,NW,3.13,0
2014-01-21 11:00:00,1,-23,2.0,1035.0,NW,6.26,0
2014-01-21 12:00:00,1,-24,2.0,1033.0,cv,0.89,0
2014-01-21 13:00:00,1,-24,4.0,1032.0,NW,1.79,0
2014-01-21 14:00:00,1,-25,4.0,1030.0,cv,3.13,0
2014-01-21 15:00:00,2,-24,4.0,1030.0,SE,4.02,0
2014-01-21 16:00:00,1,-24,3.0,1029.0,SE,8.94,0
2014-01-21 17:00:00,2,-23,3.0,1029.0,SE,12.96,0
2014-01-21 18:00:00,2,-24,1.0,1029.0,SE,16.09,0
2014-01-21 19:00:00,2,-23,1.0,1029.0,SE,19.22,0
2014-01-21 20:00:00,3,-20,-1.0,1028.0,SE,21.01,0
2014-01-21 21:00:00,3,-19,-1.0,1028.0,SE,22.8,0
2014-01-21 22:00:00,3,-18,-4.0,1028.0,cv,0.89,0
2014-01-21 23:00:00,3,-18,-5.0,1027.0,NE,0.89,0
2014-01-22 00:00:00,4,-18,-6.0,1027.0,SE,1.79,0
2014-01-22 01:00:00,4,-19,-6.0,1026.0,NE,0.89,0
2014-01-22 02:00:00,5,-18,-8.0,1026.0,NW,0.89,0
2014-01-22 03:00:00,6,-18,-8.0,1026.0,NW,2.68,0
2014-01-22 04:00:00,5,-18,-9.0,1025.0,NW,4.47,0
2014-01-22 05:00:00,4,-18,-9.0,1025.0,NW,6.26,0
2014-01-22 06:00:00,3,-17,-9.0,1025.0,NW,8.05,0
2014-01-22 07:00:00,3,-19,-10.0,1025.0,NW,11.18,0
2014-01-22 08:00:00,3,-18,-9.0,1025.0,NW,14.31,0
2014-01-22 09:00:00,3,-16,-5.0,1025.0,cv,0.89,0
2014-01-22 10:00:00,3,-18,-2.0,1025.0,NW,3.13,0
2014-01-22 11:00:00,3,-20,0.0,1025.0,NW,4.92,0
2014-01-22 12:00:00,3,-20,2.0,1024.0,cv,0.89,0
2014-01-22 13:00:00,4,-20,3.0,1023.0,SE,1.79,0
2014-01-22 14:00:00,3,-21,5.0,1021.0,cv,0.89,0
2014-01-22 15:00:00,4,-22,5.0,1021.0,cv,1.78,0
2014-01-22 16:00:00,0,-21,5.0,1021.0,SE,1.79,0
2014-01-22 17:00:00,0,-21,4.0,1021.0,cv,0.89,0
2014-01-22 18:00:00,5,-20,1.0,1021.0,cv,1.78,0
2014-01-22 19:00:00,6,-16,-2.0,1021.0,SE,0.89,0
2014-01-22 20:00:00,6,-16,-2.0,1022.0,SE,1.78,0
2014-01-22 21:00:00,7,-16,-4.0,1022.0,SE,3.57,0
2014-01-22 22:00:00,8,-17,-5.0,1022.0,NE,1.79,0
2014-01-22 23:00:00,8,-15,-5.0,1022.0,SE,1.79,0
2014-01-23 00:00:00,10,-16,-3.0,1021.0,SE,3.58,0
2014-01-23 01:00:00,10,-16,-6.0,1021.0,NW,1.79,0
2014-01-23 02:00:00,11,-15,-7.0,1020.0,cv,0.45,0
2014-01-23 03:00:00,11,-15,-7.0,1020.0,cv,0.9,0
2014-01-23 04:00:00,10,-15,-7.0,1020.0,NW,0.89,0
2014-01-23 05:00:00,10,-16,-8.0,1019.0,cv,0.45,0
2014-01-23 06:00:00,9,-15,-8.0,1018.0,NW,0.89,0
2014-01-23 07:00:00,7,-16,-8.0,1018.0,NW,2.68,0
2014-01-23 08:00:00,7,-15,-6.0,1018.0,NW,4.47,0
2014-01-23 09:00:00,7,-13,-5.0,1018.0,cv,0.89,0
2014-01-23 10:00:00,7,-14,-2.0,1017.0,cv,1.34,0
2014-01-23 11:00:00,9,-16,0.0,1018.0,NW,1.79,0
2014-01-23 12:00:00,7,-15,2.0,1016.0,cv,0.89,0
2014-01-23 13:00:00,7,-15,2.0,1015.0,NE,1.79,0
2014-01-23 14:00:00,7,-14,2.0,1014.0,cv,0.89,0
2014-01-23 15:00:00,7,-14,3.0,1014.0,cv,1.78,0
2014-01-23 16:00:00,7,-14,3.0,1013.0,cv,2.67,0
2014-01-23 17:00:00,8,-14,1.0,1013.0,NE,0.89,0
2014-01-23 18:00:00,9,-12,-1.0,1014.0,cv,0.89,0
2014-01-23 19:00:00,9,-12,-4.0,1015.0,cv,1.78,0
2014-01-23 20:00:00,9,-11,-3.0,1015.0,NW,0.89,0
2014-01-23 21:00:00,10,-12,-5.0,1015.0,NE,1.79,0
2014-01-23 22:00:00,10,-11,-4.0,1015.0,NW,0.89,0
2014-01-23 23:00:00,10,-11,-3.0,1016.0,NW,2.68,0
2014-01-24 00:00:00,9,-11,-3.0,1015.0,NW,4.47,0
2014-01-24 01:00:00,9,-12,-3.0,1016.0,NW,6.26,0
2014-01-24 02:00:00,9,-11,-3.0,1015.0,NW,8.05,0
2014-01-24 03:00:00,9,-11,-3.0,1014.0,NW,11.18,0
2014-01-24 04:00:00,8,-12,-2.0,1015.0,NW,12.97,0
2014-01-24 05:00:00,8,-12,-3.0,1014.0,NW,16.99,0
2014-01-24 06:00:00,7,-12,-3.0,1014.0,NW,21.91,0
2014-01-24 07:00:00,7,-12,-3.0,1016.0,cv,0.89,0
2014-01-24 08:00:00,7,-12,-3.0,1016.0,cv,1.78,0
2014-01-24 09:00:00,7,-12,-1.0,1017.0,NW,1.79,0
2014-01-24 10:00:00,6,-13,1.0,1017.0,NW,3.58,0
2014-01-24 11:00:00,6,-16,4.0,1019.0,NW,6.71,0
2014-01-24 12:00:00,5,-15,5.0,1018.0,NW,11.63,0
2014-01-24 13:00:00,4,-16,7.0,1017.0,NW,15.65,0
2014-01-24 14:00:00,4,-21,10.0,1016.0,NE,4.92,0
2014-01-24 15:00:00,2,-22,10.0,1017.0,NE,8.94,0
2014-01-24 16:00:00,1,-23,10.0,1017.0,NE,13.86,0
2014-01-24 17:00:00,1,-24,9.0,1018.0,NE,17.88,0
2014-01-24 18:00:00,1,-24,9.0,1019.0,NE,21.9,0
2014-01-24 19:00:00,1,-25,8.0,1020.0,NE,25.92,0
2014-01-24 20:00:00,1,-24,5.0,1021.0,NE,29.05,0
2014-01-24 21:00:00,1,-23,4.0,1021.0,NW,3.13,0
2014-01-24 22:00:00,1,-23,4.0,1021.0,NE,1.79,0
2014-01-24 23:00:00,1,-21,1.0,1022.0,NW,4.02,0
2014-01-25 00:00:00,2,-20,1.0,1023.0,NE,1.79,0
2014-01-25 01:00:00,2,-19,-1.0,1022.0,NW,1.79,0
2014-01-25 02:00:00,2,-17,-1.0,1023.0,cv,0.89,0
2014-01-25 03:00:00,2,-17,-1.0,1023.0,cv,1.78,0
2014-01-25 04:00:00,2,-17,-1.0,1023.0,NW,1.79,0
2014-01-25 05:00:00,1,-15,-2.0,1023.0,NW,3.58,0
2014-01-25 06:00:00,1,-19,1.0,1024.0,NW,6.71,0
2014-01-25 07:00:00,1,-21,1.0,1025.0,NW,9.84,0
2014-01-25 08:00:00,0,-20,0.0,1026.0,NW,12.97,0
2014-01-25 09:00:00,0,-21,5.0,1027.0,NW,16.99,0
2014-01-25 10:00:00,1,-20,6.0,1028.0,NE,4.02,0
2014-01-25 11:00:00,0,-21,6.0,1028.0,NE,8.94,0
2014-01-25 12:00:00,0,-22,6.0,1028.0,NE,14.75,0
2014-01-25 13:00:00,0,-22,6.0,1027.0,NE,20.56,0
2014-01-25 14:00:00,0,-24,6.0,1027.0,NE,26.37,0
2014-01-25 15:00:00,1,-24,6.0,1027.0,NE,31.29,0
2014-01-25 16:00:00,1,-24,5.0,1027.0,NE,35.31,0
2014-01-25 17:00:00,0,-24,4.0,1028.0,SE,0.89,0
2014-01-25 18:00:00,0,-23,0.0,1029.0,cv,0.89,0
2014-01-25 19:00:00,1,-20,-1.0,1030.0,NW,0.89,0
2014-01-25 20:00:00,1,-22,-2.0,1031.0,NW,4.02,0
2014-01-25 21:00:00,2,-13,0.0,1032.0,SE,3.13,0
